Tipo de usuario,Fuente/medio,Código ISO del país,Categoría de dispositivo,Usuarios,Sesiones,Número de páginas vistas,Transacciones,Ingresos
Returning Visitor,seasoulbeachclubs.com / referral,GB,desktop,2,2,11,0,0
Returning Visitor,servicerow.com / referral,US,desktop,2,2,2,0,0
Returning Visitor,seznam / organic,CZ,tablet,2,4,37,0,0
Returning Visitor,shareasale.com / referral,CA,tablet,2,5,5,0,0
Returning Visitor,shareasale.com / referral,GB,mobile,2,5,47,0,0
Returning Visitor,shareasale.com / referral,IE,mobile,2,4,9,0,0
Returning Visitor,shopclever.de / referral,DE,tablet,2,2,10,0,0
Returning Visitor,sis / referral,NL,desktop,2,2,10,0,0
Returning Visitor,smartredirect.de / referral,CH,desktop,2,5,12,0,0
Returning Visitor,sofort.com / referral,NL,desktop,2,10,99,0,0
Returning Visitor,southangelvideo.blogspot.ca / referral,CA,mobile,2,6,17,0,0
Returning Visitor,spainmadesimple.com / referral,GB,mobile,2,2,4,0,0
Returning Visitor,spainmadesimple.com / referral,PL,desktop,2,21,22,0,0
Returning Visitor,spilet.com / referral,IR,desktop,2,3,20,0,0
Returning Visitor,sports.search.yahoo.com / referral,US,desktop,2,2,32,0,0
Returning Visitor,ssosaml.ga.johnsoncontrols.com / referral,DE,desktop,2,2,1,0,0
Returning Visitor,staffbenefits.es / referral,ES,mobile,2,2,17,0,0
Returning Visitor,stafftravel.swiss.com / referral,CH,desktop,2,4,11,0,0
Returning Visitor,start.centurylink.net / referral,US,mobile,2,3,7,0,0
Returning Visitor,start.toshiba.com / referral,US,desktop,2,3,18,0,0
Returning Visitor,suche.t-online.de / referral,DE,mobile,2,6,15,0,0
Returning Visitor,suche.t-online.de / referral,ES,desktop,2,2,5,0,0
Returning Visitor,sucurriculum.com / referral,ES,desktop,2,4,13,0,0
Returning Visitor,superstart.se / referral,SE,desktop,2,2,3,0,0
Returning Visitor,t.co / referral,AR,mobile,2,3,8,0,0
Returning Visitor,t.co / referral,BR,desktop,2,2,2,0,0
Returning Visitor,t.co / referral,CA,desktop,2,2,27,0,0
Returning Visitor,t.co / referral,DE,mobile,2,2,2,0,0
Returning Visitor,TABR / (not set),BR,desktop,2,3,6,0,0
Returning Visitor,TAUS / CPCPHOTO,US,mobile,2,2,5,0,0
Returning Visitor,telegraph.co.uk / referral,CA,mobile,2,2,12,0,0
Returning Visitor,telegraph.co.uk / referral,GB,desktop,2,4,5,0,0
Returning Visitor,tesco.net / referral,GB,desktop,2,3,14,0,0
Returning Visitor,tez-tour.com / referral,BG,desktop,2,4,44,0,0
Returning Visitor,tez-tour.com / referral,BY,desktop,2,4,24,0,0
Returning Visitor,tez-tour.com / referral,BY,tablet,2,7,11,0,0
Returning Visitor,tez-tour.com / referral,LT,mobile,2,3,6,0,0
Returning Visitor,tez-tour.com / referral,LV,desktop,2,3,26,0,0
Returning Visitor,tez-tour.com / referral,RU,mobile,2,9,69,0,0
Returning Visitor,theknot.com / referral,US,tablet,2,3,6,0,0
Returning Visitor,thelondonfoodie.co.uk / referral,GB,desktop,2,2,2,0,0
Returning Visitor,thetravelingagent.ca / referral,CA,tablet,2,4,12,0,0
Returning Visitor,thetravelstore.ca / referral,CA,mobile,2,2,3,0,0
Returning Visitor,top100golfcourses.co.uk / referral,CA,desktop,2,2,4,0,0
Returning Visitor,top1promocodes.com / referral,IE,tablet,2,4,36,0,0
Returning Visitor,top1promocodes.com / referral,US,desktop,2,2,4,0,0
Returning Visitor,tophotels.ru / referral,BY,desktop,2,2,2,0,0
Returning Visitor,tophotels.ru / referral,DE,desktop,2,2,10,0,0
Returning Visitor,tophotels.ru / referral,KZ,desktop,2,2,2,0,0
Returning Visitor,tophotels.ru / referral,UA,tablet,2,2,2,0,0
Returning Visitor,toptravels.bg / referral,BG,desktop,2,2,4,0,0
Returning Visitor,touroperator3.sodis.ru / referral,RU,desktop,2,3,11,0,0
Returning Visitor,tours.tutu.ru / referral,RU,desktop,2,5,6,0,0
Returning Visitor,tpc.googlesyndication.com / referral,US,desktop,2,2,4,0,0
Returning Visitor,track.webgains.com / referral,CH,tablet,2,2,3,0,0
Returning Visitor,travel-42.com / referral,US,tablet,2,2,10,0,0
Returning Visitor,travel2cuba.co.uk / referral,GB,mobile,2,2,12,0,0
Returning Visitor,travelagentcentral.com / referral,GB,desktop,2,2,4,0,0
Returning Visitor,travelandleisure.com / referral,US,tablet,2,3,29,0,0
Returning Visitor,travelchannel.com / referral,US,desktop,2,3,6,0,0
Returning Visitor,traveldominicana.wix.com / referral,BG,desktop,2,2,8,0,0
Returning Visitor,travella.r.pl / referral,PL,desktop,2,2,1,0,0
Returning Visitor,travelweekly.com / referral,GB,desktop,2,5,7,0,0
Returning Visitor,trip-pub.com / referral,CA,desktop,2,2,5,0,0
Returning Visitor,tripadvisor / cpc,DE,tablet,2,4,4,0,0
Returning Visitor,tripadvisor / cpc,IL,mobile,2,3,12,0,0
Returning Visitor,tripadvisor / cpc,LT,desktop,2,2,2,0,0
Returning Visitor,tripadvisor / cpc,LT,mobile,2,4,10,0,0
Returning Visitor,tripadvisor / cpc,LU,desktop,2,4,6,0,0
Returning Visitor,tripadvisor / cpc,LV,desktop,2,3,21,0,0
Returning Visitor,tripadvisor / cpc,TN,mobile,2,2,2,0,0
Returning Visitor,tripadvisor / cpc,TR,mobile,2,2,3,0,0
Returning Visitor,Tripadvisor / GEO,US,tablet,2,5,60,0,0
Returning Visitor,TripAdvisor / referral,AE,desktop,2,2,5,0,0
Returning Visitor,TripAdvisor / referral,AT,mobile,2,2,4,0,0
Returning Visitor,TripAdvisor / referral,AU,desktop,2,2,6,0,0
Returning Visitor,TripAdvisor / referral,BE,mobile,2,4,117,0,0
Returning Visitor,TripAdvisor / referral,CL,mobile,2,2,4,0,0
Returning Visitor,TripAdvisor / referral,CV,desktop,2,5,10,0,0
Returning Visitor,TripAdvisor / referral,CZ,desktop,2,2,2,0,0
Returning Visitor,TripAdvisor / referral,DK,tablet,2,6,9,0,0
Returning Visitor,TripAdvisor / referral,DO,desktop,2,2,13,0,0
Returning Visitor,TripAdvisor / referral,DZ,desktop,2,3,6,0,0
Returning Visitor,TripAdvisor / referral,FI,mobile,2,6,31,0,0
Returning Visitor,TripAdvisor / referral,IR,desktop,2,3,10,0,0
Returning Visitor,TripAdvisor / referral,JE,mobile,2,2,2,0,0
Returning Visitor,TripAdvisor / referral,MA,desktop,2,4,10,0,0
Returning Visitor,TripAdvisor / referral,MX,mobile,2,4,16,0,0
Returning Visitor,TripAdvisor / referral,PE,desktop,2,4,13,0,0
Returning Visitor,TripAdvisor / referral,PK,desktop,2,2,3,0,0
Returning Visitor,TripAdvisor / referral,TN,desktop,2,3,15,0,0
Returning Visitor,TripAdvisor / referral,UA,mobile,2,2,2,0,0
Returning Visitor,tripadvisor.ca / referral,CA,tablet,2,5,17,0,0
Returning Visitor,tripadvisor.co.uk / referral,EE,desktop,2,3,13,0,0
Returning Visitor,tripadvisor.co.uk / referral,HU,mobile,2,2,5,0,0
Returning Visitor,tripadvisor.com / referral,BE,mobile,2,2,12,0,0
Returning Visitor,tripadvisor.com / referral,BE,tablet,2,3,7,0,0
Returning Visitor,tripadvisor.com / referral,CA,desktop,2,2,2,0,0
Returning Visitor,tripadvisor.com / referral,DK,tablet,2,2,5,0,0
Returning Visitor,tripadvisor.com / referral,FR,tablet,2,5,23,0,0
Returning Visitor,tripadvisor.com / referral,IE,tablet,2,2,2,0,0
Returning Visitor,tripadvisor.com / referral,IS,mobile,2,2,17,0,0
Returning Visitor,tripadvisor.com / referral,MX,mobile,2,2,10,0,0
Returning Visitor,tripadvisor.com / referral,NO,tablet,2,6,9,0,0
Returning Visitor,tripadvisor.com.ar / referral,AR,tablet,2,2,6,0,0
Returning Visitor,tripadvisor.com.mx / referral,MX,mobile,2,3,9,0,0
Returning Visitor,tripadvisor.com.mx / referral,MX,tablet,2,3,4,0,0
Returning Visitor,TripAdvisorUS / CR,US,mobile,2,2,2,0,0
Returning Visitor,triplink.ca / referral,CA,mobile,2,2,3,0,0
Returning Visitor,tripsandhotels.com / referral,ES,desktop,2,6,49,0,0
Returning Visitor,trivago.co.uk / referral,ES,desktop,2,4,10,1,242.25
Returning Visitor,trivago.co.uk / referral,JE,desktop,2,2,3,0,0
Returning Visitor,trivago.de / referral,ES,tablet,2,5,10,0,0
Returning Visitor,trivago.de / referral,LU,tablet,2,14,25,0,0
Returning Visitor,trivago.dk / referral,DE,desktop,2,2,5,0,0
Returning Visitor,trivago.es / referral,DE,desktop,2,2,2,0,0
Returning Visitor,trivago.es / referral,GB,desktop,2,2,5,0,0
Returning Visitor,trivago.es / referral,PE,desktop,2,2,3,0,0
Returning Visitor,trivago.es / referral,PT,desktop,2,3,10,0,0
Returning Visitor,trivago.es / referral,US,desktop,2,4,1,0,0
Returning Visitor,trivago.fi / referral,FI,mobile,2,7,8,0,0
Returning Visitor,trivago.fr / referral,LU,desktop,2,2,4,0,0
Returning Visitor,trivago.fr / referral,MA,tablet,2,4,7,0,0
Returning Visitor,trivago.fr / referral,TN,mobile,2,2,11,1,81.7
Returning Visitor,troyka.travel / referral,RU,desktop,2,2,11,0,0
Returning Visitor,tui.ch / referral,CH,desktop,2,3,22,0,0
Returning Visitor,tuiuk.tripadvisor.com / referral,GB,tablet,2,2,2,0,0
Returning Visitor,turisclub.cl / referral,CL,tablet,2,4,16,0,0
Returning Visitor,turismo.ig.com.br / referral,BR,mobile,2,2,17,0,0
Returning Visitor,turismo.ig.com.br / referral,BR,tablet,2,2,4,0,0
Returning Visitor,turismodelprado.tur.ar / referral,AR,desktop,2,2,5,0,0
Returning Visitor,Twitter / banner,ES,mobile,2,2,2,0,0
Returning Visitor,twitter / textlink,ES,desktop,2,3,5,0,0
Returning Visitor,twitter / textlink,US,desktop,2,2,5,0,0
Returning Visitor,tyeanddanielle.weddingwindow.com / referral,US,mobile,2,8,82,0,0
Returning Visitor,uk.promopro.com / referral,GB,desktop,2,2,4,0,0
Returning Visitor,urlaub-ohne-kinder.info / referral,CH,tablet,2,3,15,0,0
Returning Visitor,urvalutsyn.is / referral,IS,tablet,2,4,13,0,0
Returning Visitor,us.yhs4.search.yahoo.com / referral,CA,desktop,2,3,47,0,0
Returning Visitor,vanillatravel.lv / referral,LV,mobile,2,3,3,0,0
Returning Visitor,vanillatravel.lv / referral,LV,tablet,2,4,4,0,0
Returning Visitor,ventajascofm.es / referral,ES,desktop,2,2,7,0,0
Returning Visitor,viajandocompimpolhos.com / referral,BR,desktop,2,2,11,0,0
Returning Visitor,viajar.elperiodico.com / referral,ES,desktop,2,2,11,0,0
Returning Visitor,viajardeoferta.com / referral,ES,tablet,2,2,8,0,0
Returning Visitor,viajarsingluten.com / referral,ES,desktop,2,2,10,0,0
Returning Visitor,viajeaqui.abril.com.br / referral,BR,tablet,2,2,10,0,0
Returning Visitor,viajerospiratas.kayak.es / referral,ES,mobile,2,3,63,0,0
Returning Visitor,view.contextualyield.com / referral,ES,desktop,2,7,27,0,0
Returning Visitor,view.s4.exacttarget.com / referral,BR,mobile,2,3,17,0,0
Returning Visitor,view.s4.exacttarget.com / referral,CA,mobile,2,3,23,0,0
Returning Visitor,view.s4.exacttarget.com / referral,CA,tablet,2,4,9,0,0
Returning Visitor,view.s4.exacttarget.com / referral,DE,desktop,2,2,3,0,0
Returning Visitor,view.s4.exacttarget.com / referral,DE,mobile,2,2,10,0,0
Returning Visitor,view.s4.exacttarget.com / referral,DE,tablet,2,2,22,0,0
Returning Visitor,view.s4.exacttarget.com / referral,GB,desktop,2,2,13,0,0
Returning Visitor,villapolonia.eu / referral,PL,mobile,2,2,2,0,0
Returning Visitor,visitacostadelsol.com / referral,ES,desktop,2,2,2,0,0
Returning Visitor,visithuelva.com / referral,ES,mobile,2,4,31,0,0
Returning Visitor,viview.inspsearch.com / referral,BE,desktop,2,3,13,0,0
Returning Visitor,vk.com / referral,PL,desktop,2,3,7,0,0
Returning Visitor,vk.com / referral,UA,desktop,2,5,7,0,0
Returning Visitor,vogue.com / referral,CH,desktop,2,2,2,0,0
Returning Visitor,vogue.com / referral,FR,desktop,2,3,3,0,0
Returning Visitor,vogue.com / referral,US,mobile,2,2,13,0,0
Returning Visitor,vol.at / referral,AT,desktop,2,5,18,0,0
Returning Visitor,voyagesarabais.com / referral,CA,tablet,2,2,10,0,0
Returning Visitor,wassersport-tunesien.de / referral,DE,desktop,2,2,4,0,0
Returning Visitor,wasserurlaub.info / referral,DE,tablet,2,2,5,0,0
Returning Visitor,way-away.es / referral,ES,desktop,2,3,7,0,0
Returning Visitor,weather2travel.com / referral,GB,tablet,2,3,7,0,0
Returning Visitor,web.facebook.com / referral,AR,desktop,2,3,14,0,0
Returning Visitor,web.whatsapp.com / referral,ES,desktop,2,2,4,0,0
Returning Visitor,webcamgalore.at / referral,AT,desktop,2,2,4,0,0
Returning Visitor,webcamgalore.com / referral,BE,desktop,2,4,5,0,0
Returning Visitor,webcamgalore.com / referral,DE,desktop,2,2,2,0,0
Returning Visitor,webcamgalore.it / referral,IT,desktop,2,2,2,0,0
Returning Visitor,webcams-lanzarote.com / referral,DE,desktop,2,2,2,0,0
Returning Visitor,webcrawler.com / referral,JM,desktop,2,2,4,0,0
Returning Visitor,webcrawler.com / referral,US,desktop,2,3,10,0,0
Returning Visitor,webmail.cruiseholidays.com / referral,CA,desktop,2,2,6,0,0
Returning Visitor,webmail.earthlink.net / referral,US,desktop,2,3,13,0,0
Returning Visitor,webmail.iol.pt / referral,PT,desktop,2,2,6,0,0
Returning Visitor,webmail.windstream.net / referral,US,desktop,2,2,4,0,0
Returning Visitor,webmail1g.orange.fr / referral,FR,desktop,2,2,5,0,0
Returning Visitor,webmaila.netzero.net / referral,US,desktop,2,3,27,0,0
Returning Visitor,webtenerife.com / referral,ES,mobile,2,2,13,0,0
Returning Visitor,webtenerife.it / referral,IT,desktop,2,4,7,0,0
Returning Visitor,webtenerife.ru / referral,EE,desktop,2,2,8,0,0
Returning Visitor,webtenerife.ru / referral,LT,desktop,2,3,4,0,0
Returning Visitor,webtenerife.ru / referral,LV,desktop,2,4,9,0,0
Returning Visitor,webtenerife.ru / referral,RU,tablet,2,3,46,0,0
Returning Visitor,weddingwire.com / referral,CA,desktop,2,2,6,0,0
Returning Visitor,windowssearch.com / referral,GB,mobile,2,2,9,0,0
Returning Visitor,wuerth.mitarbeiterangebote.de / referral,DE,desktop,2,2,16,0,0
Returning Visitor,www-3.sunpromotions.com / referral,DE,desktop,2,3,13,0,0
Returning Visitor,www3.gobiernodecanarias.org / referral,ES,desktop,2,2,2,0,0
Returning Visitor,yabs.yandex.ru / referral,RU,tablet,2,2,5,0,0
Returning Visitor,yahoo / organic,AE,desktop,2,4,29,0,0
Returning Visitor,yahoo / organic,BE,mobile,2,3,8,0,0
Returning Visitor,yahoo / organic,CO,desktop,2,4,23,0,0
Returning Visitor,yahoo / organic,CO,tablet,2,2,30,0,0
Returning Visitor,yahoo / organic,HK,desktop,2,2,31,1,239.28
Returning Visitor,yahoo / organic,JE,desktop,2,3,11,0,0
Returning Visitor,yahoo / organic,LU,desktop,2,8,36,0,0
Returning Visitor,yahoo / organic,LU,mobile,2,6,18,0,0
Returning Visitor,yahoo / organic,MA,tablet,2,3,10,0,0
Returning Visitor,yahoo / organic,NL,mobile,2,3,23,0,0
Returning Visitor,yahoo / organic,PA,desktop,2,2,4,0,0
Returning Visitor,yahoo / organic,PR,tablet,2,2,8,0,0
Returning Visitor,yahoo / organic,RO,tablet,2,2,8,0,0
Returning Visitor,yahoo / organic,RU,mobile,2,6,24,0,0
Returning Visitor,yahoo / organic,RU,tablet,2,2,16,0,0
Returning Visitor,yahoo / organic,SE,mobile,2,2,6,0,0
Returning Visitor,yahoo / organic,TH,tablet,2,4,26,0,0
Returning Visitor,yahoo.com / referral,US,desktop,2,2,7,0,0
Returning Visitor,yandex / organic,NL,desktop,2,2,3,0,0
Returning Visitor,yandex.ru / referral,RU,desktop,2,14,72,1,1511.67
Returning Visitor,zeelandnet.nl / referral,NL,desktop,2,3,11,0,0
Returning Visitor,zf-betriebsraete-saarbruecken.mitarbeiterangebote.de / referral,DE,desktop,2,3,44,0,0
Returning Visitor,zimbra.gfr.local / referral,DE,desktop,2,4,6,0,0
Returning Visitor,zone.rona.ca / referral,CA,desktop,2,3,17,0,0
Returning Visitor,zoover.co.uk / referral,CA,desktop,2,2,4,0,0
Returning Visitor,zoover.co.uk / referral,GB,desktop,2,6,22,0,0
Returning Visitor,zoover.co.uk / referral,US,desktop,2,2,2,0,0
New Visitor,(direct) / (none),AF,tablet,1,1,2,0,0
New Visitor,(direct) / (none),AG,tablet,1,1,6,0,0
New Visitor,(direct) / (none),AI,mobile,1,1,2,0,0
New Visitor,(direct) / (none),AL,tablet,1,1,1,0,0
New Visitor,(direct) / (none),AM,tablet,1,1,5,0,0
New Visitor,(direct) / (none),AZ,desktop,1,1,2,0,0
New Visitor,(direct) / (none),AZ,mobile,1,1,1,0,0
New Visitor,(direct) / (none),AZ,tablet,1,1,1,0,0
New Visitor,(direct) / (none),BA,tablet,1,1,3,0,0
New Visitor,(direct) / (none),BD,mobile,1,1,1,0,0
New Visitor,(direct) / (none),CD,tablet,1,1,1,0,0
New Visitor,(direct) / (none),CG,desktop,1,1,1,0,0
New Visitor,(direct) / (none),CI,tablet,1,1,2,0,0
New Visitor,(direct) / (none),CK,desktop,1,1,1,0,0
New Visitor,(direct) / (none),CW,mobile,1,1,1,0,0
New Visitor,(direct) / (none),DJ,mobile,1,1,2,0,0
New Visitor,(direct) / (none),DM,mobile,1,1,20,0,0
New Visitor,(direct) / (none),ET,mobile,1,1,1,0,0
New Visitor,(direct) / (none),FK,mobile,1,1,0,0,0
New Visitor,(direct) / (none),FO,tablet,1,1,3,0,0
New Visitor,(direct) / (none),GD,tablet,1,1,7,0,0
New Visitor,(direct) / (none),GF,mobile,1,1,1,0,0
New Visitor,(direct) / (none),GF,tablet,1,1,5,0,0
New Visitor,(direct) / (none),GH,desktop,1,1,1,0,0
New Visitor,(direct) / (none),GL,desktop,1,1,1,0,0
New Visitor,(direct) / (none),GQ,desktop,1,1,1,0,0
New Visitor,(direct) / (none),GY,tablet,1,1,0,0,0
New Visitor,(direct) / (none),IQ,tablet,1,1,1,0,0
New Visitor,(direct) / (none),KE,tablet,1,1,1,0,0
New Visitor,(direct) / (none),KG,desktop,1,1,1,0,0
New Visitor,(direct) / (none),KH,mobile,1,1,2,0,0
New Visitor,(direct) / (none),KH,tablet,1,1,4,0,0
New Visitor,(direct) / (none),LA,desktop,1,1,1,0,0
New Visitor,(direct) / (none),LC,tablet,1,1,1,0,0
New Visitor,(direct) / (none),LR,desktop,1,1,1,0,0
New Visitor,(direct) / (none),LY,desktop,1,1,4,0,0
New Visitor,(direct) / (none),MC,tablet,1,1,9,0,0
New Visitor,(direct) / (none),MD,tablet,1,1,4,0,0
New Visitor,(direct) / (none),MF,mobile,1,1,1,0,0
New Visitor,(direct) / (none),MF,tablet,1,1,2,0,0
New Visitor,(direct) / (none),MM,desktop,1,1,3,0,0
New Visitor,(direct) / (none),MO,desktop,1,1,0,0,0
New Visitor,(direct) / (none),MR,desktop,1,1,1,0,0
New Visitor,(direct) / (none),MR,mobile,1,1,1,0,0
New Visitor,(direct) / (none),MT,tablet,1,1,4,0,0
New Visitor,(direct) / (none),MV,tablet,1,1,4,0,0
New Visitor,(direct) / (none),MY,tablet,1,1,2,0,0
New Visitor,(direct) / (none),MZ,mobile,1,1,1,0,0
New Visitor,(direct) / (none),MZ,tablet,1,1,29,0,0
New Visitor,(direct) / (none),NA,tablet,1,1,3,0,0
New Visitor,(direct) / (none),NE,desktop,1,1,1,0,0
New Visitor,(direct) / (none),NE,mobile,1,1,1,0,0
New Visitor,(direct) / (none),NI,tablet,1,1,4,0,0
New Visitor,(direct) / (none),NP,desktop,1,1,1,0,0
New Visitor,(direct) / (none),OM,tablet,1,1,1,0,0
New Visitor,(direct) / (none),PF,mobile,1,1,25,0,0
New Visitor,(direct) / (none),PG,tablet,1,1,6,0,0
New Visitor,(direct) / (none),PK,tablet,1,1,3,0,0
New Visitor,(direct) / (none),PS,mobile,1,1,2,0,0
New Visitor,(direct) / (none),RE,mobile,1,1,4,0,0
New Visitor,(direct) / (none),RE,tablet,1,1,2,0,0
New Visitor,(direct) / (none),RW,desktop,1,1,1,0,0
New Visitor,(direct) / (none),SC,desktop,1,1,2,0,0
New Visitor,(direct) / (none),SC,mobile,1,1,1,0,0
New Visitor,(direct) / (none),SC,tablet,1,1,1,0,0
New Visitor,(direct) / (none),SM,mobile,1,1,1,0,0
New Visitor,(direct) / (none),SR,tablet,1,1,5,0,0
New Visitor,(direct) / (none),SS,mobile,1,1,5,0,0
New Visitor,(direct) / (none),ST,tablet,1,1,1,0,0
New Visitor,(direct) / (none),SX,mobile,1,1,1,0,0
New Visitor,(direct) / (none),SX,tablet,1,1,2,0,0
New Visitor,(direct) / (none),TM,mobile,1,1,2,0,0
New Visitor,(direct) / (none),TW,tablet,1,1,12,0,0
New Visitor,(direct) / (none),UG,mobile,1,1,1,0,0
New Visitor,(direct) / (none),UZ,tablet,1,1,0,0,0
New Visitor,(direct) / (none),VC,desktop,1,1,3,0,0
New Visitor,(direct) / (none),VC,mobile,1,1,7,0,0
New Visitor,(direct) / (none),VC,tablet,1,1,2,0,0
New Visitor,(direct) / (none),VG,desktop,1,1,2,0,0
New Visitor,(direct) / (none),ZM,mobile,1,1,2,0,0
New Visitor,(direct) / (none),ZW,desktop,1,1,1,0,0
New Visitor,(direct) / (none),ZW,mobile,1,1,39,0,0
New Visitor,(not set) / (not set),BA,desktop,1,1,1,0,0
New Visitor,(not set) / (not set),DK,desktop,1,1,1,0,0
New Visitor,(not set) / (not set),ES,desktop,1,1,2,0,0
New Visitor,(not set) / (not set),FI,desktop,1,1,1,0,0
New Visitor,(not set) / (not set),FR,desktop,1,1,2,0,0
New Visitor,(not set) / (not set),NO,desktop,1,1,1,0,0
New Visitor,(not set) / (not set),PL,desktop,1,1,1,0,0
New Visitor,(not set) / (not set),RU,desktop,1,1,0,0,0
New Visitor,10.0.0.1:1910 / referral,DE,desktop,1,1,2,0,0
New Visitor,10.0.1.203:15871 / referral,CA,desktop,1,1,1,0,0
New Visitor,10.1.11.196:15871 / referral,US,desktop,1,1,1,0,0
New Visitor,10.1.3.50:8080 / referral,DE,desktop,1,1,2,0,0
New Visitor,10.125.128.1 / referral,AR,mobile,1,1,1,0,0
New Visitor,10.125.128.1 / referral,BR,mobile,1,1,1,0,0
New Visitor,10.138.160.59:15871 / referral,CA,desktop,1,1,1,0,0
New Visitor,10.148.40.25:15871 / referral,US,desktop,1,1,2,0,0
New Visitor,10.150.10.29:15871 / referral,US,desktop,1,1,4,0,0
New Visitor,10.200.151.181:15871 / referral,GB,desktop,1,1,1,0,0
New Visitor,10.203.17.21:15871 / referral,PT,desktop,1,1,1,0,0
